analysis,waveform,action_id,action_label_en,action_label,phase_node,phase_percent,n_athletes,n_trials_total,min_trials_per_athlete,max_trials_per_athlete,sigma2_athlete,sigma2_trial,boundary_sigma2_athlete_zero,ss_between,ss_within,ms_between,ms_within,pointwise_relative_reliability_m1,pointwise_relative_reliability_m2,pointwise_relative_reliability_m5,pointwise_relative_reliability_m10,pointwise_relative_reliability_m15,pointwise_relative_reliability_m20,pointwise_relative_reliability_m30,pointwise_relative_reliability_m40,pointwise_relative_reliability_m50
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,57,28.6432160804,30,1500,50,50,23.61842206,18.189974172,False,34774.221238,26739.2620328,1199.11107717,18.189974172,0.564920546795,0.721979844858,0.866527032937,0.928491275665,0.951163437003,0.962919861117,0.974970542154,0.981109703143,0.984830451058
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,58,29.1457286432,30,1500,50,50,23.8270256543,18.55468434,False,35087.2730446,27275.3859798,1209.90596706,18.55468434,0.562200667635,0.719754739942,0.865242867369,0.927753573013,0.950647194045,0.962522996716,0.974699265912,0.980903661589,0.984664358351
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,59,29.648241206,30,1500,50,50,23.8723071527,19.0676076162,False,35167.8059922,28029.3831959,1212.68296525,19.0676076162,0.555946775422,0.714608988178,0.862257273644,0.926034534376,0.94944320393,0.961597020041,0.97406603282,0.980422594668,0.98427651071
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,60,30.1507537688,30,1500,50,50,24.1920957013,19.5459444829,False,35645.3711569,28732.5383898,1229.15072955,19.5459444829,0.553113390528,0.712264016138,0.860889316894,0.925245052544,0.948889787957,0.961171203968,0.973774703753,0.980201220601,0.984098008476
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,61,30.6532663317,30,1500,50,50,24.4538869704,20.1471416507,False,36042.4032149,29616.2982265,1242.84149017,20.1471416507,0.548280784691,0.708244641556,0.858533731498,0.923882862009,0.947934208322,0.96043566919,0.973271278129,0.979818602859,0.983789451986
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,62,31.1557788945,30,1500,50,50,24.7173410759,20.6014027952,False,36437.5852411,30284.0621089,1256.46845659,20.6014027952,0.545410992551,0.705845882008,0.857121346164,0.92306444911,0.947359661595,0.959993254035,0.972968353282,0.979588324663,0.98360372464
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,63,31.6582914573,30,1500,50,50,24.9491080746,21.0546434602,False,36786.7913685,30950.3258865,1268.51004719,21.0546434602,0.542327685074,0.703258704778,0.855592476589,0.922177134671,0.946736380622,0.959513166646,0.972639531521,0.979338320332,0.983402068035
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,64,32.1608040201,30,1500,50,50,25.2994439641,21.6568046,False,37312.2410813,31835.502762,1286.6290028,21.6568046,0.53878758925,0.700275454539,0.853822367062,0.921147982927,0.946012993841,0.958955781765,0.972257633258,0.979047909801,0.983167793861
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,65,32.6633165829,30,1500,50,50,25.6562989968,22.191075718,False,37845.1747412,32620.8813055,1305.00602556,22.191075718,0.536211216388,0.698095692399,0.852524113767,0.920391920873,0.945481235886,0.958545920621,0.971976720665,0.978834257118,0.982995422792
full_balanced_constrained_REML,racket,1,forehand_attack,forehand attack,66,33.1658291457,30,1500,50,50,26.1682172376,22.8006370666,False,38605.1334694,33516.9364879,1331.21149895,22.8006370666,0.534384918933,0.696546104356,0.851598663542,0.919852320387,0.945101552532,0.958253205852,0.971776050769,0.978681615828,0.982872265538
