waveform,action_id,action_label_en,action_label,metric,reference_estimate,n_replicates,finite_replicates,infinite_fraction,resampling_mean_finite,resampling_sd_finite,percentile_2_5_finite,percentile_50_finite,percentile_97_5_finite
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m5,0.87056605265,5000,5000,0,0.860433719604,0.0172579143465,0.820899185695,0.862044472215,0.889391824568
body_configuration,4,backhand_attack,backhand attack,R_L2_m10,0.933954280871,5000,5000,0,0.930347162069,0.010394168574,0.906876263576,0.931491580797,0.947261253629
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m10,0.930060562091,5000,5000,0,0.923757633698,0.0103720503025,0.899880840426,0.92478230996,0.940816505421
body_configuration,4,backhand_attack,backhand attack,R_L2_m15,0.954978358348,5000,5000,0,0.95243521421,0.00728056245419,0.935928654479,0.953260367758,0.964211692257
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m15,0.952068404281,5000,5000,0,0.947517707647,0.00740123804903,0.930559099711,0.948289199973,0.959600194571
body_configuration,4,backhand_attack,backhand attack,R_L2_m20,0.965849389625,5000,5000,0,0.963886790847,0.0055999100824,0.951164247684,0.964530821732,0.972916450593
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m20,0.963538292689,5000,5000,0,0.959981035645,0.00575161805605,0.946716031325,0.960597989796,0.969335115248
body_configuration,4,backhand_attack,backhand attack,R_L2_m30,0.976970772357,5000,5000,0,0.975623946977,0.00382999702757,0.966904076962,0.976070966773,0.981779811268
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m30,0.975338991838,5000,5000,0,0.972864540809,0.00397747921844,0.963653650725,0.973308661589,0.979301676818
body_configuration,4,backhand_attack,backhand attack,R_L2_m40,0.982628063699,5000,5000,0,0.981603063422,0.00290986728412,0.974970967968,0.981945216702,0.986272328258
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m40,0.98136850205,5000,5000,0,0.979471984625,0.00303960995231,0.972401432948,0.979820551468,0.984376904854
body_configuration,4,backhand_attack,backhand attack,R_L2_m50,0.986053997144,5000,5000,0,0.985226729044,0.0023461217444,0.979876037703,0.985503828314,0.98898762776
body_configuration,4,backhand_attack,backhand attack,mean_pointwise_reliability_m50,0.985028775658,5000,5000,0,0.983491471368,0.00245958759084,0.97775632239,0.983773217122,0.987455383554
body_configuration,4,backhand_attack,backhand attack,required_n_R_L2_80,3,5000,5000,0,3.4806,0.575230230398,3,3,5
body_configuration,4,backhand_attack,backhand attack,required_m_pointwise_G80,3,5000,5000,0,3.7072,0.588504398867,3,4,5
body_configuration,4,backhand_attack,backhand attack,required_n_R_L2_90,7,5000,5000,0,7.2568,1.12263343134,6,7,10
body_configuration,4,backhand_attack,backhand attack,required_m_pointwise_G90,7,5000,5000,0,7.896,1.15232355262,6,8,11
body_configuration,5,backhand_drive,backhand drive,integrated_sigma2_athlete,1.41031241456,5000,5000,0,1.3624782813,0.204649502077,0.957567212376,1.36326972901,1.75498968459
body_configuration,5,backhand_drive,backhand drive,integrated_sigma2_trial,1.23848509623,5000,5000,0,1.23826549914,0.111405476151,1.0251235957,1.23523303596,1.46195120063
body_configuration,5,backhand_drive,backhand drive,boundary_nodes,0,5000,5000,0,0,0,0,0,0
body_configuration,5,backhand_drive,backhand drive,boundary_fraction,0,5000,5000,0,0,0,0,0,0
body_configuration,5,backhand_drive,backhand drive,R_L2_m1,0.532434966741,5000,5000,0,0.521885423622,0.0362368178432,0.448725686228,0.523602123716,0.587785904338
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m1,0.557228196483,5000,5000,0,0.539833274561,0.03573593513,0.466479403177,0.541709461117,0.603678795082
body_configuration,5,backhand_drive,backhand drive,R_L2_m2,0.694887519923,5000,5000,0,0.685089657963,0.0315641291687,0.619476397267,0.687321335851,0.740384333549
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m2,0.713178477452,5000,5000,0,0.695696072426,0.0311379451909,0.630220063078,0.697996891158,0.749242274119
body_configuration,5,backhand_drive,backhand drive,R_L2_m5,0.850605784144,5000,5000,0,0.84423751841,0.0194266193587,0.802757242705,0.84604557602,0.876993008089
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m5,0.860088717791,5000,5000,0,0.84766801342,0.0197727202026,0.805069327372,0.849676099061,0.880301861807
body_configuration,5,backhand_drive,backhand drive,R_L2_m10,0.919272803999,5000,5000,0,0.915419910553,0.0114979533619,0.89058828687,0.916603129378,0.934465929606
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m10,0.924449765282,5000,5000,0,0.916567627066,0.0120343997764,0.889783478446,0.917967729323,0.936018111284
body_configuration,5,backhand_drive,backhand drive,R_L2_m15,0.944693626515,5000,5000,0,0.941945335237,0.00813771949333,0.924297961183,0.942812328631,0.955334925013
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m15,0.948246237869,5000,5000,0,0.942511984252,0.008633854544,0.923218958965,0.943583349672,0.956332419818
body_configuration,5,backhand_drive,backhand drive,R_L2_m20,0.957938654769,5000,5000,0,0.955804766053,0.00629322717741,0.942128217852,0.956487146781,0.966122913103
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m20,0.960641583119,5000,5000,0,0.956140884855,0.00673022634379,0.941073830702,0.956995977185,0.966855109807
body_configuration,5,backhand_drive,backhand drive,R_L2_m30,0.971560366769,5000,5000,0,0.970086758679,0.00432829917979,0.960659918312,0.970564490178,0.97715732767
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m30,0.973388133703,5000,5000,0,0.970243947445,0.0046702529131,0.959748070367,0.970838303719,0.977609337225
body_configuration,5,backhand_drive,backhand drive,R_L2_m40,0.978517536733,5000,5000,0,0.977392434799,0.00329786878466,0.970201873534,0.977759704019,0.982769598649
